                CASE,         ZP,        ISA,     WEIGHT,       MACH,        IAS,        CAS,        TAS, SPEED_CODE,       WIND,       TIME,       FUEL,       DIST,       RATE,       GRDT,         CD,         CG,      FLAPS,      LGEAR,         TQ,         NP,        WFE,         NL,         NH,        SHP,        SFC,        ITT,        PLA,         RC,     ENGOUT,    AIRCOND,      ICING,         SR,         CI,       COST,
                    ,       (FT),     (DG.C),       (KG),           ,       (KT),       (KT),       (KT),           ,       (KT),       (MN),       (KG),       (NM),    (FT/MN),      (DEG),           ,        (%),           ,           ,        (%),        (%),     (KG/H),        (%),        (%),       (HP),  (KG/H/HP),     (DG.C),      (DEG),           ,           ,           ,           ,    (NM/KG),    (KG/MN),    (KG/NM),
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.2905,   132.2416,   131.0212,   180.2744,   131.0212,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0765,    25.0000,     0.0000,     0.0000,    40.3167,    82.0000,   439.7360,    86.7703,    90.5569,   909.1358,     0.2418,   847.7772,    60.4837,     5.0000,     0.0000,          E,          0,    0.44407,     6.0000,     4.0954,
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.3008,   137.0000,   135.6863,   186.6193,   135.6863,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0703,    25.0000,     0.0000,     0.0000,    40.8953,    82.0000,   443.4361,    86.9366,    90.7002,   922.1819,     0.2404,   849.9840,    60.6500,     5.0000,     0.0000,          E,          0,    0.45468,     6.0000,     3.9849,
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.3115,   142.0000,   140.5882,   193.2768,   140.5882,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0647,    25.0000,     0.0000,     0.0000,    41.5230,    82.0000,   447.8330,    87.0532,    90.8402,   936.3369,     0.2391,   852.5233,    60.8276,     5.0000,     0.0000,          E,          0,    0.46508,     6.0000,     3.8787,
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.3222,   147.0000,   145.4902,   199.9273,   145.4902,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0601,    25.0000,     0.0000,     0.0000,    42.4907,    82.0000,   454.8674,    87.3108,    91.0665,   958.1578,     0.2374,   856.5286,    61.1679,     5.0000,     0.0000,          E,          0,    0.47251,     6.0000,     3.7914,
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.3329,   152.0000,   150.3973,   206.5763,   150.3973,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0562,    25.0000,     0.0000,     0.0000,    43.6989,    82.0000,   463.7729,    87.6577,    91.3482,   985.4030,     0.2353,   861.4470,    61.6181,     5.0000,     0.0000,          E,          0,    0.47777,     6.0000,     3.7178,
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.3438,   157.0000,   155.3642,   213.2968,   155.3642,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0528,    25.0000,     0.0000,     0.0000,    45.1453,    82.0000,   474.8288,    88.1003,    91.6901,  1018.0195,     0.2332,   867.3514,    62.1727,     5.0000,     0.0000,          E,          0,    0.48080,     6.0000,     3.6568,
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.3546,   162.0000,   160.3311,   220.0069,   160.3311,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0500,    25.0000,     0.0000,     0.0000,    46.7129,    82.0000,   486.9243,    88.6179,    92.0674,  1053.3676,     0.2311,   874.0287,    62.7736,     5.0000,     0.0000,          E,          0,    0.48264,     6.0000,     3.6038,
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.3654,   167.0000,   165.2980,   226.7088,   165.2980,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0478,    25.0000,     0.0000,     0.0000,    48.6826,    82.0000,   502.1365,    89.3262,    92.5517,  1097.7848,     0.2287,   882.9321,    63.5564,     5.0000,     0.0000,          E,          0,    0.48136,     6.0000,     3.5668,
Ilgas 10            , 20000.0000,     5.0000, 20000.0000,     0.3762,   172.0000,   170.2649,   233.3991,   170.2649,    15.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0458,    25.0000,     0.0000,     0.0000,    50.8837,    82.0000,   519.1719,    90.0761,    93.0885,  1147.4191,     0.2262,   892.9072,    64.4341,     5.0000,     0.0000,          E,          0,    0.47845,     6.0000,     3.5394,
